@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_predicted'

@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute 'prediction margin' numeric
@attribute 'predicted COLLISION_CLASSIFICATION' {Injury,'P.D. only'}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}

@data
Weekday,Mid_Night,Road,'03 - Snow','00 - Unknown','03 - Loose snow','10 - No control',0.999991,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.753423,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.705426,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.172413,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.423077,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.99999,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.705426,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'03 - Snow','07 - Dark','02 - Wet','01 - Traffic signal',0.749986,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','02 - Wet','10 - No control',0.666664,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.916664,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999979,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.999982,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.999979,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','04 - Slush','10 - No control',0.555547,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.999984,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999985,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Noon,Road,'03 - Snow','03 - Dawn','02 - Wet','10 - No control',0.586204,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','04 - Slush','10 - No control',0.99999,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.866658,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Early_Morning,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.914891,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.172413,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.941172,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.547169,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,highway,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.833323,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.564102,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Evening,highway,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.857134,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control',0.636355,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,highway,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.846144,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999982,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.571423,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.571428,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.678571,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','03 - Loose snow','10 - No control',0.714281,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.611109,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.812498,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.515789,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','03 - Loose snow','01 - Traffic signal',0.647058,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.857138,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.619834,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999991,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.626016,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.610388,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.354837,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Noon,highway,'06 - Strong wind','03 - Dawn','06 - Ice','10 - No control',0.733326,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.368418,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.866664,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Noon,highway,'03 - Snow','03 - Dawn','04 - Slush','10 - No control',0.545451,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.636355,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.384613,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.562497,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.669902,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.813951,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.6923,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.562497,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','01 - Traffic signal',0.61111,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.59116,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.565214,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.466662,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.499999,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.692304,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.560974,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Noon,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.677416,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.787232,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.780486,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Early_Morning,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.833328,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal',0.779815,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.833323,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.142854,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.581817,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.499991,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','06 - Ice','02 - Stop sign',0.999979,'P.D. only','P.D. only','99 - Other',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.49367,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.702125,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.499997,'P.D. only','P.D. only','01 - Approaching',Ottawa_south,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.764699,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.547169,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.767439,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'03 - Snow','05 - Dusk','03 - Loose snow','10 - No control',0.777776,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.999985,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.547169,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.599994,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.444443,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.767441,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.599999,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Evening,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.399997,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.674416,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Night,Road,'04 - Freezing Rain','07 - Dark','03 - Loose snow','10 - No control',0.714278,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.828568,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.813951,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.72727,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.58333,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.904756,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Mid_Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.567566,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Night,highway,'04 - Freezing Rain','01 - Daylight','04 - Slush','02 - Stop sign',0.530611,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.828568,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.599997,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.749986,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.542855,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.624994,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Mid_Night,highway,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.803277,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Noon,highway,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.556962,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.6923,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control',0.919995,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.714284,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.199997,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.839995,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.619834,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','06 - Ice','10 - No control',0.743588,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.610388,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.384613,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Morning,Road,'01 - Clear','03 - Dawn','01 - Dry','02 - Stop sign',0.777771,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekends,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.172413,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Early_Morning,highway,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.749986,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.864863,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.499996,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.839995,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.749998,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.85185,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.733332,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.799988,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.99999,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal',0.684205,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.58333,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.512194,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Night,Road,'02 - Rain','07 - Dark','02 - Wet','10 - No control',0.454539,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.714271,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999982,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.249995,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.157894,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.542856,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0,Injury,'P.D. only','02 - Angle',Ottawa_south,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999988,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekends,Night,Road,'01 - Clear','07 - Dark','04 - Slush','10 - No control',0.777765,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.764699,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.714278,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.6923,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.520833,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.655737,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.657141,'P.D. only','P.D. only','01 - Approaching',mid_town,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.878784,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.499995,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.913038,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.937496,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal',0.999982,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.616666,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.529407,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.414633,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.599994,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.65909,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.705426,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.611109,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.219511,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.523806,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999979,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.62295,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekends,Night,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control',0.791664,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.681158,'P.D. only','P.D. only','99 - Other',Ottawa_east,0
Weekday,Noon,Road,'02 - Rain','03 - Dawn','02 - Wet','10 - No control',0.661015,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','02 - Wet','10 - No control',0.679998,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control',0.599991,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','02 - Stop sign',0.411761,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',0.818171,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','02 - Stop sign',0.384614,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999993,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.694443,'P.D. only','P.D. only','05 - Turning movement',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.294117,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.661015,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.466662,'P.D. only','P.D. only','05 - Turning movement',Ottawa_west,0
Weekends,Noon,highway,'04 - Freezing Rain','07 - Dark','04 - Slush','10 - No control',0.666661,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','06 - Ice','01 - Traffic signal',0.568626,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999987,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.674417,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
