Instance_number,COLLISION_CLASSIFICATION,X,Y,Cluster
12039,'P.D. only',371615.0313,5024100,cluster3
12040,'P.D. only',373104.2188,5030006,cluster1
12041,'P.D. only',367545,5031520,cluster1
12042,'P.D. only',368254.5,5032161,cluster1
12043,'P.D. only',365592.4375,5029743.5,cluster1
12044,'P.D. only',365153.3125,5029276,cluster1
12045,'P.D. only',368921.5,5031894.5,cluster1
12046,'P.D. only',384568.6875,5036442.5,cluster4
12047,Injury,372413.2188,5031705.5,cluster1
12048,'P.D. only',374441.5,5032586,cluster1
12049,'P.D. only',364887.5938,5016805,cluster0
12050,'P.D. only',371236.5625,5022251.5,cluster3
12051,'P.D. only',384780.2813,5017865.5,cluster0
12052,'P.D. only',365155.9375,5022927,cluster3
12053,'P.D. only',365321.875,5027601,cluster3
12054,'P.D. only',363232.875,5026554.5,cluster3
12055,Injury,380242.4063,5013248,cluster0
12056,'P.D. only',363935.4688,5014790.5,cluster0
12057,'P.D. only',367360.75,5031200,cluster1
12058,Injury,373992.5,5031464.5,cluster1
12059,'P.D. only',370769,5032000,cluster1
12060,'P.D. only',367617.4375,5024193,cluster3
12061,'P.D. only',383694.0938,5010126,cluster0
12062,'P.D. only',353134.4688,5002908.5,cluster0
12063,'P.D. only',364870.3125,5026497,cluster3
12064,Injury,360658.6875,5025045,cluster3
12065,'P.D. only',368368.3125,5022134.5,cluster3
12066,'P.D. only',375578.75,5031444,cluster1
12067,'P.D. only',383951.75,5036161,cluster4
12068,'P.D. only',367784.9063,5030396.5,cluster1
12069,'P.D. only',357113.3125,5018012,cluster2
12070,'P.D. only',358135.7188,5021089,cluster3
12071,Injury,375500.7813,5034163,cluster1
12072,'P.D. only',368127.9063,5030931.5,cluster1
12073,'P.D. only',368057.0938,5030704.5,cluster1
12074,'P.D. only',367108.625,5022084.5,cluster3
12075,Injury,373101.5313,5030009,cluster1
12076,'P.D. only',365115.6563,5029147,cluster1
12077,'P.D. only',365008.8125,5015977,cluster0
12078,'P.D. only',376599.9375,5035074,cluster4
12079,'P.D. only',367923.625,5028091,cluster1
12080,'P.D. only',371350.625,5002335,cluster0
12081,'P.D. only',362706.375,5027837,cluster3
12082,'P.D. only',374512.2188,5033203,cluster1
12083,'P.D. only',370004.75,5023041,cluster3
12084,'P.D. only',350015.9375,5019478.5,cluster2
12085,'P.D. only',368119.2188,5026625.5,cluster3
12086,'P.D. only',349260.5938,5024067,cluster2
12087,'P.D. only',379863.4375,5036475,cluster4
12088,'P.D. only',379155.9375,5013991.5,cluster0
12089,'P.D. only',357071.1563,5020460.5,cluster2
12090,'P.D. only',349672.0938,5014950,cluster2
12091,'P.D. only',372396.1563,5031724,cluster1
12092,'P.D. only',364462.125,5024955.5,cluster3
12093,'P.D. only',367187.8125,5025436,cluster3
12094,Injury,367165.1875,5030108.5,cluster1
12095,Injury,349662.9063,5020157,cluster2
12096,'P.D. only',363275.5,5025662,cluster3
12097,'P.D. only',380009.375,5031625,cluster4
12098,'P.D. only',379169.25,5036162,cluster4
12099,'P.D. only',361700.875,5025709,cluster3
12100,'P.D. only',357145.6563,5018155.5,cluster2
12101,'P.D. only',338617.875,5035270,cluster2
12102,'P.D. only',373097.0313,5030006,cluster1
12103,'P.D. only',374630.25,5032993,cluster1
12104,Injury,363179.7813,5026643,cluster3
12105,'P.D. only',368035.8125,5021945,cluster3
12106,'P.D. only',368623.7813,5031971.5,cluster1
12107,'P.D. only',363200.0938,5022407,cluster3
12108,'P.D. only',371059,5023568,cluster3
12109,'P.D. only',355958.0313,5012588.5,cluster2
12110,'P.D. only',368345.625,5032125,cluster1
12111,'P.D. only',352570.5625,5013584,cluster2
12112,Injury,368634.8438,5022300,cluster3
12113,'P.D. only',371023.9063,4994317,cluster0
12114,'P.D. only',365343.2813,5027293,cluster3
12115,'P.D. only',365415.8125,5017112,cluster0
12116,'P.D. only',367461.8125,5030293,cluster1
12117,'P.D. only',362401.7813,5021891,cluster3
12118,'P.D. only',376124.8438,5034855.5,cluster4
12119,Injury,368550,5030578,cluster1
12120,Injury,357063.9688,5020456,cluster2
12121,'P.D. only',379747.75,5033642.5,cluster4
12122,'P.D. only',368351.9063,5032131.5,cluster1
12123,Injury,368334.8125,5032158,cluster1
12124,'P.D. only',374612.1875,5032707,cluster1
12125,'P.D. only',360522.0625,5023856,cluster3
12126,'P.D. only',368022.25,5019322.5,cluster3
12127,'P.D. only',370786.3438,5031377,cluster1
12128,'P.D. only',348566.6563,5014603.5,cluster2
12129,'P.D. only',366763.5938,5028063,cluster1
12130,'P.D. only',363583.5938,5027302.5,cluster3
12131,'P.D. only',371635.2813,5033868,cluster1
12132,'P.D. only',371113.8125,5023756,cluster3
12133,'P.D. only',372389.9375,5031744.5,cluster1
12134,'P.D. only',362601.8438,5023804,cluster3
12135,Injury,365643.5938,5029828,cluster1
12136,'P.D. only',363663.6875,5023063,cluster3
12137,'P.D. only',364482.375,5015295.5,cluster0
12138,'P.D. only',363368.4375,5021968,cluster3
12139,'P.D. only',364517.0938,5029416.5,cluster1
12140,Injury,367146.2813,5030057.5,cluster1
12141,'P.D. only',373101.5313,5030007,cluster1
12142,'P.D. only',377652.625,5016175.5,cluster0
12143,'P.D. only',365693.9375,4990235,cluster0
12144,'P.D. only',368975.2188,5030633,cluster1
12145,'P.D. only',353858.25,5023299.5,cluster2
12146,'P.D. only',358136.75,5021091.5,cluster3
12147,'P.D. only',362593.0938,5027449.5,cluster3
12148,'P.D. only',367542.6563,5031614.5,cluster1
12149,'P.D. only',370151.1563,5026435,cluster1
12150,'P.D. only',379617.75,5033275,cluster4
12151,'P.D. only',376744.2188,5035462,cluster4
12152,'P.D. only',369325.625,5029413.5,cluster1
12153,'P.D. only',362548.7813,5023775,cluster3
12154,'P.D. only',359392.4688,5024532.5,cluster3
12155,'P.D. only',381162.3125,5012266.5,cluster0
12156,'P.D. only',381658.8438,5032771,cluster4
12157,'P.D. only',351176.5313,5022190,cluster2
12158,'P.D. only',374992.625,5032730.5,cluster1
12159,Injury,370431.625,5029084,cluster1
12160,'P.D. only',379707.6563,5033220.5,cluster4
12161,'P.D. only',373187.5,5029374.5,cluster1
12162,'P.D. only',364274.1563,5019883.5,cluster3
12163,'P.D. only',349187.2813,5019284,cluster2
12164,'P.D. only',375399.7188,5031877.5,cluster1
12165,'P.D. only',378927.25,5028789,cluster1
12166,'P.D. only',367098.625,5030059.5,cluster1
12167,'P.D. only',372240.8125,5032111,cluster1
12168,Injury,363865.7813,5028435,cluster3
12169,'P.D. only',367161.6563,5030891,cluster1
12170,'P.D. only',373509.0938,5013268,cluster0
12171,'P.D. only',373082.5,5012998.5,cluster0
12172,'P.D. only',371849.7813,5032870,cluster1
12173,'P.D. only',361653.4688,5023152,cluster3
12174,'P.D. only',361538.375,5022936.5,cluster3
12175,'P.D. only',364849.0313,5017763.5,cluster3
12176,'P.D. only',365149.6875,5029272.5,cluster1
12177,'P.D. only',369995.7188,5026854.5,cluster1
12178,'P.D. only',353997.1875,5015344.5,cluster2
12179,Injury,377042.4375,5034312.5,cluster4
12180,'P.D. only',367334.6875,5031133.5,cluster1
12181,'P.D. only',361904.6875,5027046,cluster3
12182,'P.D. only',360899.875,5025177.5,cluster3
12183,'P.D. only',364301.5,5027855.5,cluster3
12184,'P.D. only',373225.0313,5029720,cluster1
12185,'P.D. only',377872.9688,5020725.5,cluster3
12186,'P.D. only',366405.9063,5025456,cluster3
12187,'P.D. only',372662.375,5022313.5,cluster3
12188,'P.D. only',380351.875,5019958.5,cluster3
12189,'P.D. only',361104.875,5021365.5,cluster3
12190,'P.D. only',366470.875,4999223,cluster0
12191,'P.D. only',365234.8125,5021731.5,cluster3
12192,'P.D. only',343409.3125,5016201,cluster2
12193,'P.D. only',371019.4375,5023703.5,cluster3
12194,'P.D. only',360554.6875,5022897.5,cluster3
12195,Injury,373498.4688,5020420.5,cluster3
12196,'P.D. only',366751.9063,5024072,cluster3
12197,'P.D. only',368018.8125,5017177,cluster0
12198,'P.D. only',354671.4688,5015359,cluster2
12199,'P.D. only',361476.9688,5020503.5,cluster3
12200,'P.D. only',365922.125,5015086,cluster0
12201,'P.D. only',367703.9375,5032400,cluster1
12202,Injury,335100.9375,5033174,cluster2
12203,'P.D. only',364753,5008054,cluster0
12204,'P.D. only',359068.6563,5023870.5,cluster3
12205,Injury,379013.2188,5033440,cluster4
12206,'P.D. only',366356.75,5022405.5,cluster3
12207,'P.D. only',365483.5938,5018211.5,cluster3
12208,'P.D. only',366933.6875,5031426,cluster1
12209,'P.D. only',364951.0938,5025875.5,cluster3
12210,'P.D. only',385011.4375,5036439,cluster4
12211,Injury,364861.5,5027169,cluster3
12212,Injury,372023,5034055,cluster1
12213,'P.D. only',367457.8125,5021891,cluster3
12214,Injury,365516.4063,5030074,cluster1
12215,'P.D. only',376237.875,5019536,cluster3
12216,'P.D. only',368663.5313,5022313.5,cluster3
12217,'P.D. only',363181.5938,5026641.5,cluster3
12218,'P.D. only',349285.2188,5019843.5,cluster2
12219,'P.D. only',363107.9688,5016471.5,cluster0
12220,'P.D. only',373379.125,5032536,cluster1
12221,'P.D. only',368030.3125,5021766.5,cluster3
12222,'P.D. only',382022.8125,5038030,cluster4
12223,'P.D. only',352453.5938,5012800.5,cluster2
12224,Injury,372859.8125,5030584,cluster1
12225,'P.D. only',365615.4063,5021945.5,cluster3
12226,'P.D. only',371413.9688,5019135.5,cluster3
12227,'P.D. only',370730.5938,5030788,cluster1
12228,'P.D. only',369191.8125,5033595.5,cluster1
12229,'P.D. only',372827.3438,5024808.5,cluster3
12230,'P.D. only',367622.8125,5029715,cluster1
12231,'P.D. only',353673.625,5018424,cluster2
12232,'P.D. only',364630.75,5024262,cluster3
12233,'P.D. only',369131.7188,5033498,cluster1
12234,'P.D. only',352697.6563,5022581,cluster2
12235,Injury,336747.375,5025851,cluster2
12236,'P.D. only',331757.375,5021165.5,cluster2
12237,'P.D. only',366707.9063,5012196,cluster0
12238,'P.D. only',373812.125,5032102,cluster1
12239,'P.D. only',370072.7188,5033065,cluster1
12240,Injury,374671.1563,5028502.5,cluster1
12241,'P.D. only',351752.0625,5010370,cluster2
12242,'P.D. only',369449.9375,5027118,cluster1
12243,'P.D. only',354268.6563,5016903.5,cluster2
12244,'P.D. only',372540.8125,5031691.5,cluster1
12245,'P.D. only',373868.375,5028033,cluster1
12246,Injury,390106.2813,5042660,cluster4
12247,'P.D. only',344508.5,5023885.5,cluster2
12248,'P.D. only',368559.625,5026972,cluster1
12249,'P.D. only',368485.4375,5029028.5,cluster1
12250,'P.D. only',369508.6875,5027674,cluster1
12251,'P.D. only',364841.8125,5014583,cluster0
12252,'P.D. only',341472.625,5023024,cluster2
12253,'P.D. only',366798.9063,5014047.5,cluster0
12254,'P.D. only',373297.625,5025089,cluster1
12255,'P.D. only',361478.7813,5020503,cluster3
12256,'P.D. only',375489.9688,5034050.5,cluster1
12257,Injury,371523.7188,5031642,cluster1
12258,'P.D. only',368441.8125,5030642,cluster1
12259,'P.D. only',348850.5,5024331,cluster2
12260,'P.D. only',381060.5625,5037265,cluster4
12261,'P.D. only',372540.8125,5031692,cluster1
12262,Injury,360242.6875,5022371,cluster3
12263,Injury,371772.125,5030953.5,cluster1
12264,Injury,376436.375,5012152.5,cluster0
12265,'P.D. only',369181.0313,5033591,cluster1
12266,'P.D. only',362327.7813,5023207,cluster3
12267,'P.D. only',373112.5,5032382.5,cluster1
12268,Injury,368183.9063,5032114.5,cluster1
12269,'P.D. only',365576.6875,5016708,cluster0
12270,'P.D. only',371557.8125,5031321,cluster1
12271,'P.D. only',365710.7188,5021995,cluster3
12272,'P.D. only',364926.0938,5029157,cluster1
12273,Injury,351190.8125,5023539.5,cluster2
12274,Injury,366391.9063,5022438,cluster3
12275,'P.D. only',369559.4688,5026495,cluster1
12276,Injury,375706.75,5020816.5,cluster3
12277,'P.D. only',368206.9063,5031129.5,cluster1
12278,'P.D. only',376125.7188,5034858,cluster4
12279,'P.D. only',364351.6875,5027339,cluster3
12280,'P.D. only',359059.6875,5022752,cluster3
12281,'P.D. only',368741,5028581,cluster1
12282,'P.D. only',370077.7188,5027717,cluster1
12283,'P.D. only',364171.3125,5014942.5,cluster0
12284,'P.D. only',374174.1875,5032373,cluster1
12285,'P.D. only',386566.7813,5037272.5,cluster4
12286,Injury,374094.1563,5031676.5,cluster1
12287,'P.D. only',371672.8125,5012109,cluster0
12288,'P.D. only',368225.8125,5031098,cluster1
12289,Injury,382890.8125,5038667.5,cluster4
12290,'P.D. only',367699.8125,5028732.5,cluster1
12291,'P.D. only',360071.7813,5024472,cluster3
12292,'P.D. only',364356.6875,5029362,cluster1
12293,'P.D. only',375137.625,5027320.5,cluster1
12294,'P.D. only',380729.125,5037051.5,cluster4
12295,'P.D. only',368141.5313,5022504,cluster3
12296,'P.D. only',368298.4063,5030797,cluster1
12297,'P.D. only',366980.0938,5031082,cluster1
12298,'P.D. only',370669.1563,5029093,cluster1
12299,Injury,356004.3438,5023943.5,cluster3
12300,'P.D. only',337161.1563,5017210.5,cluster2
12301,'P.D. only',368408.375,5029154,cluster1
12302,'P.D. only',360552.6875,5022726.5,cluster3
12303,'P.D. only',375072,5031085,cluster1
12304,'P.D. only',383168.875,5038051.5,cluster4
12305,'P.D. only',374438.6563,5032570,cluster1
12306,'P.D. only',367459.625,5021891,cluster3
12307,'P.D. only',365656.8125,5028519.5,cluster1
12308,'P.D. only',370337.8438,5025946.5,cluster3
12309,'P.D. only',382560.4063,5035529,cluster4
12310,'P.D. only',363419.6875,5021832.5,cluster3
12311,'P.D. only',368322.2188,5032192.5,cluster1
12312,'P.D. only',349349.0938,5019618.5,cluster2
12313,'P.D. only',372729.625,5024976.5,cluster3
12314,'P.D. only',370856.5313,5026456.5,cluster1
12315,'P.D. only',383522.2188,5037157,cluster4
12316,Injury,372797.5,5029990.5,cluster1
12317,'P.D. only',363539.5625,5028664,cluster3
12318,'P.D. only',368236.0938,5030753.5,cluster1
12319,'P.D. only',350333.0313,5022569,cluster2
12320,'P.D. only',364037.75,5010035.5,cluster0
12321,'P.D. only',363448.8125,5027782.5,cluster3
12322,Injury,364077.5,5027954.5,cluster3
12323,'P.D. only',362122.5,5025951.5,cluster3
12324,'P.D. only',363640.2813,5026935,cluster3
12325,'P.D. only',375251.4375,5028792,cluster1
12326,'P.D. only',367874.0938,5030263,cluster1
12327,'P.D. only',371077.4063,5032531.5,cluster1
12328,'P.D. only',351780.3125,5017620.5,cluster2
12329,'P.D. only',370074.5,5033067,cluster1
12330,Injury,363496.5625,5024356.5,cluster3
12331,Injury,374509.5313,5033195,cluster1
12332,'P.D. only',368664.4375,5022312,cluster3
12333,'P.D. only',367705.1563,5031127,cluster1
12334,'P.D. only',367802.9063,5031773.5,cluster1
12335,'P.D. only',364363.1875,5024898,cluster3
12336,'P.D. only',380574.0313,5036176,cluster4
12337,'P.D. only',392300.7188,5037817.5,cluster4
12338,'P.D. only',367657.9063,5030604.5,cluster1
12339,'P.D. only',368970.8125,5032508.5,cluster1
12340,'P.D. only',364897.4063,5027701,cluster3
12341,'P.D. only',375141.25,5027321,cluster1
12342,'P.D. only',369701.0313,5022998.5,cluster3
12343,'P.D. only',366758.7188,5025636,cluster3
12344,Injury,370490.0313,5026904,cluster1
12345,Injury,349669.6875,5023629.5,cluster2
12346,'P.D. only',375145.7188,5027288.5,cluster1
12347,'P.D. only',367447.5938,5024565.5,cluster3
12348,'P.D. only',356795.875,5020287.5,cluster2
12349,'P.D. only',350079.6875,5013178.5,cluster2
12350,'P.D. only',374931.4063,5032948,cluster1
12351,'P.D. only',370539.9688,5025503.5,cluster3
12352,'P.D. only',364168.1875,5029304,cluster1
12353,Injury,372427.9688,5030299,cluster1
12354,'P.D. only',349559.6875,5014885,cluster2
12355,'P.D. only',389859.875,5042622,cluster4
12356,'P.D. only',380119.4375,5034099.5,cluster4
12357,'P.D. only',350591.8125,5019406,cluster2
12358,'P.D. only',370545.3125,5029829,cluster1
12359,'P.D. only',390523.625,5031254.5,cluster4
12360,'P.D. only',346692.5,5026813.5,cluster2
12361,'P.D. only',374497.9063,5032611.5,cluster1
12362,'P.D. only',363669.7813,5021252,cluster3
12363,'P.D. only',361208.25,5021144,cluster3
12364,'P.D. only',378249.2813,5036347.5,cluster4
12365,'P.D. only',368093.7188,5032421.5,cluster1
12366,'P.D. only',351435.4063,5019322.5,cluster2
12367,'P.D. only',350278.9063,5016348.5,cluster2
12368,'P.D. only',367557.8125,5029827.5,cluster1
12369,'P.D. only',370077.7188,5025799,cluster3
12370,'P.D. only',352271.4688,5017164,cluster2
12371,'P.D. only',367162.6875,5031072,cluster1
12372,'P.D. only',373898.9375,5028052.5,cluster1
12373,Injury,366951.1563,5031057,cluster1
12374,Injury,358714.8125,5021971,cluster3
12375,'P.D. only',385516.5938,5037013,cluster4
12376,'P.D. only',352811.8438,5022645.5,cluster2
12377,Injury,367699.4375,5021882.5,cluster3
12378,'P.D. only',366602.3125,5022523,cluster3
12379,'P.D. only',375121.0625,5034301,cluster1
12380,Injury,374633.0313,5034367,cluster1
12381,'P.D. only',383932.8438,5032291.5,cluster4
12382,'P.D. only',369774.3125,5016881.5,cluster0
12383,'P.D. only',368041.1875,5021952.5,cluster3
12384,'P.D. only',379166.5313,5036158.5,cluster4
12385,'P.D. only',374878.125,5027971,cluster1
12386,'P.D. only',356745.5313,5021259.5,cluster2
12387,'P.D. only',363238.0313,5016845.5,cluster0
12388,'P.D. only',368390.3438,5027212.5,cluster1
12389,'P.D. only',364711.75,5018822.5,cluster3
12390,Injury,383882.8438,5032311,cluster4
12391,'P.D. only',365110.4375,5017840.5,cluster3
12392,Injury,369717.8438,5029187.5,cluster1
12393,'P.D. only',367949.9063,5033294.5,cluster1
12394,'P.D. only',371579.7813,5034376.5,cluster1
12395,'P.D. only',364766.5,5016092.5,cluster0
12396,Injury,362189.6875,5024691.5,cluster3
12397,'P.D. only',367253.5938,5033296,cluster1
12398,'P.D. only',374578.8438,5032685,cluster1
12399,'P.D. only',365702.4375,5016574.5,cluster0
12400,'P.D. only',357119.3438,5019516.5,cluster2
12401,'P.D. only',367515.9688,5030909.5,cluster1
12402,'P.D. only',367496.875,5014255,cluster0
12403,'P.D. only',339003.7188,5008812,cluster2
12404,'P.D. only',352201.3125,5017243,cluster2
12405,'P.D. only',358330.2188,5021224.5,cluster3
12406,'P.D. only',365085.6875,5017908.5,cluster3
12407,Injury,369439.8438,5027764.5,cluster1
12408,'P.D. only',365415.8125,5017106.5,cluster0
12409,'P.D. only',371289.9375,5023865.5,cluster3
12410,Injury,349414.6875,5014325.5,cluster2
12411,'P.D. only',347173.6875,5026066,cluster2
12412,Injury,370431.8125,5029084.5,cluster1
12413,'P.D. only',369791.7188,5028999,cluster1
12414,Injury,364273.9063,5027494,cluster3
12415,'P.D. only',372471.125,5030286.5,cluster1
12416,'P.D. only',349558.7813,5014882.5,cluster2
12417,Injury,372366.875,5034213,cluster1
12418,'P.D. only',368296.8438,5029340,cluster1
12419,'P.D. only',366514.3438,5015808.5,cluster0
12420,'P.D. only',365362.3125,5015644.5,cluster0
12421,'P.D. only',348165.4688,5007853.5,cluster2
12422,Injury,395346.1563,5022942,cluster4
12423,'P.D. only',363199.2188,4985513.5,cluster0
12424,'P.D. only',347888.4375,5019358.5,cluster2
12425,'P.D. only',368094.0938,5032633.5,cluster1
12426,'P.D. only',366964.0938,5030478,cluster1
12427,'P.D. only',351323.6875,5016433.5,cluster2
12428,'P.D. only',360165.4063,5025178.5,cluster3
12429,Injury,384428.3438,5035022.5,cluster4
12430,'P.D. only',370070.9063,5033071,cluster1
12431,Injury,364009.25,5014603.5,cluster0
12432,'P.D. only',365886.7813,5015940,cluster0
12433,'P.D. only',364357.8125,5024895,cluster3
12434,'P.D. only',374383.7188,5032529.5,cluster1
12435,'P.D. only',363094.6875,5028588,cluster3
12436,'P.D. only',381876.75,5011718,cluster0
12437,'P.D. only',375589.0313,4997718,cluster0
12438,Injury,363838.625,5020898,cluster3
12439,Injury,372092.8125,5032472,cluster1
12440,'P.D. only',379616.8438,5033277.5,cluster4
12441,'P.D. only',353759.0625,5018479,cluster2
12442,'P.D. only',361134.1875,5025355,cluster3
12443,'P.D. only',373657.6875,5028269,cluster1
12444,'P.D. only',345536.6875,5008267.5,cluster2
12445,'P.D. only',371805.3438,5030757,cluster1
12446,Injury,380942.5313,5036249.5,cluster4
12447,'P.D. only',354426.4688,4989435,cluster0
12448,'P.D. only',352206.7188,5017242,cluster2
12449,'P.D. only',373198.9688,5029784,cluster1
12450,'P.D. only',352675.7188,5017681,cluster2
12451,'P.D. only',370215.0938,5032640,cluster1
12452,'P.D. only',360466.5313,5024033.5,cluster3
12453,Injury,374505.9375,5033200,cluster1
12454,'P.D. only',383830.3438,5036109,cluster4
12455,'P.D. only',356685.5313,5012931,cluster2
12456,'P.D. only',362273.375,5023597.5,cluster3
12457,Injury,381185.25,5018064,cluster0
12458,'P.D. only',346572.7813,5017505,cluster2
12459,'P.D. only',375905.8438,5014806.5,cluster0
12460,Injury,350797.4688,5010210,cluster2
12461,'P.D. only',372557.5,5033274,cluster1
12462,'P.D. only',369965.1563,5026942.5,cluster1
12463,'P.D. only',380335.2188,5037556.5,cluster4
12464,'P.D. only',379002.7813,5028592.5,cluster1
12465,'P.D. only',370236.875,5030347,cluster1
12466,'P.D. only',366018.8125,5020956.5,cluster3
12467,'P.D. only',366899.625,5028778,cluster1
12468,'P.D. only',373082.5313,5021405.5,cluster3
12469,'P.D. only',348795.1875,5022408.5,cluster2
12470,'P.D. only',369317,5033441.5,cluster1
12471,'P.D. only',369442.6875,5032555.5,cluster1
12472,'P.D. only',370381.4688,5029089,cluster1
12473,'P.D. only',369993.0313,5026852,cluster1
12474,'P.D. only',381795.1563,5035072.5,cluster4
12475,'P.D. only',380027.8438,5038105,cluster4
12476,'P.D. only',372450.3125,5024034,cluster3
12477,'P.D. only',372980.1875,5020083.5,cluster3
12478,'P.D. only',367784,5030776,cluster1
12479,'P.D. only',375158.9063,5033110.5,cluster1
12480,'P.D. only',369451.7813,5031885,cluster1
12481,'P.D. only',347736.6563,5015443,cluster2
12482,'P.D. only',372515.0938,5030009.5,cluster1
12483,'P.D. only',373622.1563,5031093.5,cluster1
12484,'P.D. only',351722.125,5014716,cluster2
12485,Injury,369435,5027751.5,cluster1
12486,'P.D. only',359306.0625,5023465,cluster3
12487,'P.D. only',368279.8125,5025610,cluster3
12488,'P.D. only',360326.5938,5024901.5,cluster3
12489,'P.D. only',369302.9063,5027900,cluster1
12490,'P.D. only',357445.6875,5023467,cluster3
12491,'P.D. only',351346.0625,5023456,cluster2
12492,'P.D. only',365500.3438,5016469.5,cluster0
12493,Injury,372564.7188,5029300,cluster1
12494,'P.D. only',360355.5625,5007937.5,cluster0
12495,'P.D. only',375905.8438,5014805.5,cluster0
12496,'P.D. only',375542.875,5026314,cluster1
12497,'P.D. only',366405.9063,5025454.5,cluster3
12498,'P.D. only',370344.625,5034858.5,cluster1
12499,'P.D. only',370812.9063,5031008,cluster1
12500,'P.D. only',379858.9375,5036472,cluster4
12501,'P.D. only',368167.7188,5026221.5,cluster3
12502,'P.D. only',368332.8125,5020485,cluster3
12503,Injury,370883.8125,5030606,cluster1
12504,'P.D. only',376647.625,5035096.5,cluster4
12505,'P.D. only',351977.1875,5014877,cluster2
12506,'P.D. only',375234.1563,5026419,cluster1
12507,'P.D. only',365688.2813,5028531.5,cluster1
12508,'P.D. only',366637.1875,5030150,cluster1
12509,'P.D. only',355956.875,5005541.5,cluster0
12510,'P.D. only',374614.8438,5032702.5,cluster1
12511,'P.D. only',366734.7813,5009189,cluster0
12512,'P.D. only',374145.0313,5030668.5,cluster1
12513,Injury,372746.0313,5032172,cluster1
12514,'P.D. only',383949.9688,5036159,cluster4
12515,Injury,351694.4375,5022137.5,cluster2
12516,'P.D. only',365612.6875,5021942,cluster3
12517,Injury,359200.4688,5023071.5,cluster3
12518,'P.D. only',366452.3125,5029214.5,cluster1
12519,'P.D. only',364892,5027702,cluster3
12520,'P.D. only',385517.5625,5035963.5,cluster4
12521,'P.D. only',368152.125,5031223.5,cluster1
12522,'P.D. only',367739.9063,5030847,cluster1
12523,'P.D. only',368059.625,5033136,cluster1
12524,'P.D. only',362526.6875,5016026.5,cluster0
12525,'P.D. only',361520.8438,5014931,cluster0
12526,'P.D. only',372286.0625,5030702,cluster1
12527,'P.D. only',361076.5938,5025885.5,cluster3
12528,'P.D. only',351777.5938,5017613,cluster2
12529,Injury,351552.7188,5017866.5,cluster2
12530,'P.D. only',368659.9688,5022313.5,cluster3
12531,'P.D. only',368183.8125,5030487,cluster1
12532,'P.D. only',354381.7188,5016623,cluster2
12533,'P.D. only',372823.375,5024808,cluster3
12534,'P.D. only',349362.4375,5020112.5,cluster2
12535,'P.D. only',379858.9375,5036473,cluster4
12536,'P.D. only',365907.5625,5021225,cluster3
12537,Injury,370666.125,5031610.5,cluster1
12538,'P.D. only',349662.5,5023618,cluster2
12539,'P.D. only',368550,5030579,cluster1
12540,'P.D. only',346510.7813,5026970.5,cluster2
12541,'P.D. only',374684.75,5022431.5,cluster3
12542,'P.D. only',384680.0625,5039287,cluster4
12543,'P.D. only',367277.9063,5031221.5,cluster1
12544,'P.D. only',382049.125,5035220,cluster4
12545,Injury,371508.9063,5024138,cluster3
12546,'P.D. only',382203.75,5035314,cluster4
12547,Injury,366662.6875,5029785.5,cluster1
12548,'P.D. only',377030.7188,5035198.5,cluster4
12549,'P.D. only',351076.7813,5017908,cluster2
12550,'P.D. only',347576.8125,5019718.5,cluster2
12551,'P.D. only',370920.8125,5033239,cluster1
12552,'P.D. only',344690.6563,5022965,cluster2
12553,'P.D. only',372046.9375,5032589,cluster1
12554,'P.D. only',365053.8125,5025326,cluster3
12555,'P.D. only',372264.4063,5030375.5,cluster1
12556,'P.D. only',364276.0625,5027493,cluster3
12557,'P.D. only',373203.625,5026795,cluster1
12558,'P.D. only',375137.625,5027314,cluster1
12559,Injury,371264.0313,5023851,cluster3
12560,'P.D. only',363483.5313,5021853,cluster3
12561,'P.D. only',384045.25,5037036.5,cluster4
12562,'P.D. only',364954.6875,5025872.5,cluster3
12563,'P.D. only',381540.875,5038209.5,cluster4
12564,'P.D. only',363431.0625,5026013.5,cluster3
12565,Injury,347150.9063,5012648,cluster2
12566,'P.D. only',368035.8125,5021946.5,cluster3
12567,'P.D. only',370496.1563,5031716.5,cluster1
12568,'P.D. only',363078.875,5016733.5,cluster0
12569,'P.D. only',377186.0938,5032178,cluster4
12570,'P.D. only',359773.4375,5019583.5,cluster3
12571,'P.D. only',376736.9688,5035452.5,cluster4
12572,'P.D. only',355315.625,5014291.5,cluster2
12573,'P.D. only',379457.5938,5036916.5,cluster4
12574,'P.D. only',363523.5,5027617.5,cluster3
12575,'P.D. only',383947.25,5036160,cluster4
12576,'P.D. only',368526.8125,5030617,cluster1
12577,'P.D. only',374633.7813,5032991.5,cluster1
12578,'P.D. only',370264.25,5026164,cluster1
12579,'P.D. only',368815.375,5030550.5,cluster1
12580,'P.D. only',368273.8125,5032272,cluster1
12581,'P.D. only',372185.0938,5022026,cluster3
12582,Injury,370246.2813,5026203,cluster1
12583,'P.D. only',363847.7813,5025153,cluster3
12584,'P.D. only',347174.0938,5026207.5,cluster2
12585,'P.D. only',374640.5625,5028487,cluster1
12586,'P.D. only',368892.625,5027667,cluster1
12587,Injury,354936.5938,5019174.5,cluster2
12588,'P.D. only',365890.0313,5029948.5,cluster1
12589,'P.D. only',369073.8125,5028719,cluster1
12590,'P.D. only',349624.5313,5015194,cluster2
12591,Injury,351778.5,5017614.5,cluster2
12592,Injury,381797.4375,5035225,cluster4
