Instance_number,COLLISION_CLASSIFICATION,X,Y,Cluster
4309,'P.D. only',347331.1563,5015893.5,cluster2
4310,'P.D. only',349529.2813,5014335.5,cluster2
4311,'P.D. only',363304.9375,5025602.5,cluster3
4312,'P.D. only',389182.6875,5034562,cluster4
4313,Injury,374971.2188,5032961,cluster1
4314,'P.D. only',368396.9375,5027989,cluster1
4315,'P.D. only',365356.8438,5023649,cluster3
4316,'P.D. only',382820.3125,5035647.5,cluster4
4317,'P.D. only',362339.7813,5024298.5,cluster3
4318,'P.D. only',370216.5938,5026282,cluster1
4319,'P.D. only',364229.8125,5027460,cluster3
4320,'P.D. only',365171.4063,5013545.5,cluster0
4321,'P.D. only',373899,5025736,cluster1
4322,Injury,368959.2813,5026853.5,cluster1
4323,'P.D. only',375370.9375,5031313,cluster1
4324,Injury,353211.9375,5019565,cluster2
4325,'P.D. only',380642.4375,5034396.5,cluster4
4326,'P.D. only',369342.5,5027942,cluster1
4327,'P.D. only',379832.875,5036451,cluster4
4328,'P.D. only',379602.0625,5014730.5,cluster0
4329,'P.D. only',352567.3125,5020470.5,cluster2
4330,'P.D. only',375453.9375,5021392.5,cluster3
4331,Injury,359505.6875,5022697.5,cluster3
4332,'P.D. only',371296.2188,5023874.5,cluster3
4333,Injury,379265.0313,5037743,cluster4
4334,'P.D. only',382722.9688,5017948,cluster0
4335,'P.D. only',364794.875,5023885.5,cluster3
4336,Injury,381603.75,5037691,cluster4
4337,Injury,373427.375,5035935,cluster1
4338,'P.D. only',365052.6563,5017229,cluster0
4339,'P.D. only',381172.375,5037338.5,cluster4
4340,'P.D. only',341004.0313,5020701.5,cluster2
4341,Injury,356786.125,5015891,cluster2
4342,'P.D. only',348234.6875,5014899.5,cluster2
4343,'P.D. only',369993.0313,5026853.5,cluster1
4344,'P.D. only',371310.4375,5021648,cluster3
4345,'P.D. only',373099.7188,5030002,cluster1
4346,'P.D. only',367887.125,5031651,cluster1
4347,'P.D. only',386457.6875,5037987,cluster4
4348,'P.D. only',362398.3125,5024161,cluster3
4349,'P.D. only',369444.3438,5027752,cluster1
4350,'P.D. only',368030.375,5021769.5,cluster3
4351,Injury,370661.5,5023491,cluster3
4352,'P.D. only',368306.2188,5032666,cluster1
4353,'P.D. only',374909.9375,5032662.5,cluster1
4354,Injury,366487.9063,5029712,cluster1
4355,Injury,365128.5938,5029912,cluster1
4356,'P.D. only',367912.9688,5032377,cluster1
4357,'P.D. only',369819.8125,5032648,cluster1
4358,Injury,395266.6875,5022268.5,cluster4
4359,'P.D. only',370920.5,5013915.5,cluster0
4360,'P.D. only',350895.5,5008286.5,cluster2
4361,'P.D. only',368278.5,5032274,cluster1
4362,'P.D. only',367919.125,5028092,cluster1
4363,'P.D. only',383044.6563,5038355.5,cluster4
4364,'P.D. only',368882.5938,5030599,cluster1
4365,'P.D. only',365203.4063,5012563,cluster0
4366,Injury,367161.7188,5023942,cluster3
4367,'P.D. only',370096.5,5026574,cluster1
4368,'P.D. only',367646.0938,5031095,cluster1
4369,'P.D. only',341275.1875,5006949,cluster2
4370,'P.D. only',350186.5938,5015405,cluster2
4371,'P.D. only',364288.6875,5014760.5,cluster0
4372,'P.D. only',365377.1875,5022550.5,cluster3
4373,'P.D. only',370363.9375,5025962.5,cluster3
4374,Injury,364349.9063,5027338,cluster3
4375,'P.D. only',369523.0938,5010790.5,cluster0
4376,'P.D. only',368968.9063,5030633,cluster1
4377,Injury,343166.5938,5030490.5,cluster2
4378,Injury,364964.7813,5029176,cluster1
4379,'P.D. only',364918.0625,5023588,cluster3
4380,'P.D. only',373253.9375,5029375,cluster1
4381,'P.D. only',366894.375,5028142.5,cluster1
4382,'P.D. only',361716.1563,5025713,cluster3
4383,Injury,373097.9375,5030006,cluster1
4384,'P.D. only',359057.9063,5022751,cluster3
4385,'P.D. only',353830.3125,5018039,cluster2
4386,'P.D. only',374451.6563,5031300.5,cluster1
4387,'P.D. only',367409.5938,5016311.5,cluster0
4388,Injury,366962.9688,5025383,cluster3
4389,'P.D. only',365612.6875,5021941.5,cluster3
4390,'P.D. only',359969.25,5024298,cluster3
4391,'P.D. only',355365.875,5024138,cluster2
4392,'P.D. only',363419.6875,5021828.5,cluster3
4393,'P.D. only',367232.0313,5029794.5,cluster1
4394,'P.D. only',363250.3125,5014314,cluster0
4395,'P.D. only',369215.0313,5027983,cluster1
4396,'P.D. only',388527.3125,5028587,cluster4
4397,'P.D. only',365279.125,5023001.5,cluster3
4398,'P.D. only',366591.8125,5030253.5,cluster1
4399,'P.D. only',364143.9063,5024290,cluster3
4400,Injury,372094.625,5032480.5,cluster1
4401,Injury,367564.5625,5031534.5,cluster1
4402,'P.D. only',374633.9063,5032996.5,cluster1
4403,Injury,375046.8125,5031121.5,cluster1
4404,'P.D. only',362333.5,5024323,cluster3
4405,'P.D. only',372389.9375,5031743,cluster1
4406,'P.D. only',371582.0313,5029195,cluster1
4407,Injury,369208.9688,5033616.5,cluster1
4408,'P.D. only',362940,5026490.5,cluster3
4409,'P.D. only',349684.0313,5024474,cluster2
4410,'P.D. only',372078.0313,5024147,cluster3
4411,'P.D. only',370949.7188,5032774.5,cluster1
4412,'P.D. only',386405.4375,5014187,cluster0
4413,Injury,372461.3438,5034079.5,cluster1
4414,'P.D. only',372868.8125,5030556,cluster1
4415,'P.D. only',371020.3125,5023702.5,cluster3
4416,Injury,365582.0938,5016713.5,cluster0
4417,'P.D. only',363856.7813,5024572,cluster3
4418,'P.D. only',383010.5313,5038435,cluster4
4419,Injury,355222.0313,5024109.5,cluster2
4420,'P.D. only',371119.8125,5029135.5,cluster1
4421,Injury,361765,5025724.5,cluster3
4422,'P.D. only',368182.9063,5030487,cluster1
4423,'P.D. only',333612.4063,5013945.5,cluster2
4424,Injury,384167.2188,5036257.5,cluster4
4425,'P.D. only',366043.5625,5026337,cluster3
4426,'P.D. only',361599.4688,5026627.5,cluster3
4427,'P.D. only',369221.3125,5027986,cluster1
4428,Injury,352206.7188,5017243,cluster2
4429,'P.D. only',351840.5625,5017556.5,cluster2
4430,Injury,366711.9375,5016930,cluster0
4431,'P.D. only',360503.9688,5025197.5,cluster3
4432,'P.D. only',376429.9375,5034884.5,cluster4
4433,Injury,349660.7188,5023619.5,cluster2
4434,Injury,367985.75,5012505.5,cluster0
4435,'P.D. only',369786.3125,5031040.5,cluster1
4436,'P.D. only',365223,5027012.5,cluster3
4437,Injury,367392.875,5031427,cluster1
4438,'P.D. only',367800.2188,5031183,cluster1
4439,'P.D. only',369352.5938,5027949.5,cluster1
4440,'P.D. only',369265.125,5031390,cluster1
4441,'P.D. only',377292.7813,5017030,cluster0
4442,'P.D. only',383834.8125,5038748.5,cluster4
4443,Injury,368310.4063,5032438,cluster1
4444,'P.D. only',385238.1875,5038757.5,cluster4
4445,'P.D. only',344286.75,5022277.5,cluster2
4446,'P.D. only',367856.0938,5031715,cluster1
4447,'P.D. only',374353.6875,5030781,cluster1
4448,'P.D. only',376276.25,5031849.5,cluster1
4449,'P.D. only',370883.8125,5030559,cluster1
4450,'P.D. only',370687.4063,5030598,cluster1
4451,'P.D. only',371720.3438,5033381.5,cluster1
4452,Injury,363999.5625,5028781,cluster3
4453,Injury,372231.8438,5032148.5,cluster1
4454,'P.D. only',368084.5,5030178.5,cluster1
4455,'P.D. only',367397,5019199.5,cluster3
4456,Injury,371040.0313,5026360.5,cluster1
4457,Injury,387261.4375,5042382.5,cluster4
4458,Injury,372241.9375,5029263,cluster1
4459,'P.D. only',371899.1563,5002652.5,cluster0
4460,'P.D. only',352675.7188,5017677.5,cluster2
4461,'P.D. only',348615.2188,5014545,cluster2
4462,Injury,381700.0625,5038322,cluster4
4463,'P.D. only',368008,5031103.5,cluster1
4464,'P.D. only',365999.5938,5016298,cluster0
4465,'P.D. only',373165.375,5030044,cluster1
4466,'P.D. only',368053.5,5031029,cluster1
4467,'P.D. only',373081.6563,5027128,cluster1
4468,Injury,368422,5030781,cluster1
4469,'P.D. only',359068.2188,5023872.5,cluster3
4470,'P.D. only',379620.4375,5033278,cluster4
4471,Injury,372226.5938,5031944.5,cluster1
4472,Injury,379774.0938,5036614.5,cluster4
4473,'P.D. only',377808.2188,5031417,cluster4
4474,'P.D. only',370073.5313,5033161.5,cluster1
4475,'P.D. only',365400.5,5028070.5,cluster3
4476,'P.D. only',377759.5,5026181.5,cluster1
4477,'P.D. only',370665.7188,5021964,cluster3
4478,'P.D. only',366453.875,5029963.5,cluster1
4479,Injury,386473.4063,5040914.5,cluster4
4480,'P.D. only',385461.5938,5039871.5,cluster4
4481,Injury,363672.5,5021244.5,cluster3
4482,'P.D. only',350266.7188,5016714.5,cluster2
4483,'P.D. only',356745.4063,5006260.5,cluster0
4484,Injury,394772.75,5024388,cluster4
4485,'P.D. only',368010.8125,5032227.5,cluster1
4486,'P.D. only',389543.9063,5016123.5,cluster0
4487,'P.D. only',373351.8438,5027720.5,cluster1
4488,'P.D. only',364725.0938,5024307.5,cluster3
4489,'P.D. only',359068.6563,5023875.5,cluster3
4490,'P.D. only',373305.1563,5020880.5,cluster3
4491,'P.D. only',366509.8438,5029543.5,cluster1
4492,'P.D. only',371382.7188,5021366,cluster3
4493,'P.D. only',351551.8125,5017866.5,cluster2
4494,'P.D. only',361340.8125,5020829.5,cluster3
4495,'P.D. only',369370.2188,5032667,cluster1
4496,'P.D. only',373302.4063,5020867,cluster3
4497,'P.D. only',352339.625,5019360.5,cluster2
4498,Injury,374850.4375,5032886.5,cluster1
4499,Injury,372808.2188,5030728.5,cluster1
4500,'P.D. only',362060.7813,5023466.5,cluster3
4501,'P.D. only',364307.8125,5024021.5,cluster3
4502,'P.D. only',380967.9375,5037203,cluster4
4503,'P.D. only',370090.9063,5034658.5,cluster1
4504,'P.D. only',361182.0313,5021185.5,cluster3
4505,'P.D. only',366642.1563,5011297,cluster0
4506,'P.D. only',354989.625,5019203,cluster2
4507,'P.D. only',377157.3125,5032182,cluster4
4508,'P.D. only',368075.625,5031349,cluster1
4509,'P.D. only',363539.7813,5027395,cluster3
4510,'P.D. only',360012.9688,5024636,cluster3
4511,'P.D. only',367807.8125,5028523,cluster1
4512,'P.D. only',367627.7813,5021886,cluster3
4513,Injury,379864.3438,5036477.5,cluster4
4514,'P.D. only',348099.3125,5014256,cluster2
4515,'P.D. only',370132.2188,5033110,cluster1
4516,'P.D. only',368665.5313,5009958,cluster0
4517,'P.D. only',362722.0313,5013978.5,cluster0
4518,'P.D. only',368580.875,5032465.5,cluster1
4519,'P.D. only',360471.5,5024932.5,cluster3
4520,'P.D. only',363800.2813,5015308.5,cluster0
4521,'P.D. only',368034.9063,5021947.5,cluster3
4522,'P.D. only',379718.7188,5022030.5,cluster1
4523,'P.D. only',362890.5,5023132.5,cluster3
4524,'P.D. only',359231.375,5023507.5,cluster3
4525,'P.D. only',372026.625,5034099.5,cluster1
4526,Injury,352977.6875,5017956.5,cluster2
4527,'P.D. only',369295.875,5016564,cluster0
4528,'P.D. only',365717.7813,5005818,cluster0
4529,Injury,359793.6563,5022159,cluster3
4530,'P.D. only',372495.625,5031754.5,cluster1
4531,Injury,364591.8438,5024341,cluster3
4532,'P.D. only',364460.5938,5024654.5,cluster3
4533,Injury,368096.4063,5032426.5,cluster1
4534,'P.D. only',349672.0938,5014953,cluster2
4535,'P.D. only',365132.8438,5029316.5,cluster1
4536,'P.D. only',363555.25,5027143.5,cluster3
4537,'P.D. only',351602.7813,5015312,cluster2
4538,Injury,366577.125,5022519,cluster3
4539,'P.D. only',367702.4063,5013081,cluster0
4540,'P.D. only',362217.5938,5024370.5,cluster3
4541,'P.D. only',384573.125,5007803,cluster0
4542,'P.D. only',366809.125,5022516,cluster3
4543,Injury,368249.125,5031062.5,cluster1
4544,'P.D. only',382242.6875,5038602,cluster4
4545,'P.D. only',368159.5,5032321,cluster1
4546,'P.D. only',352847.9063,5020483.5,cluster2
4547,Injury,384175.25,5038745,cluster4
4548,Injury,369427.2813,5030820.5,cluster1
4549,Injury,370362.8438,5032923.5,cluster1
4550,'P.D. only',362868.9688,5028032,cluster3
4551,Injury,367389,5022365.5,cluster3
4552,'P.D. only',372100,5032482,cluster1
4553,'P.D. only',366897.125,5028782.5,cluster1
4554,'P.D. only',362482.5,5023958,cluster3
4555,'P.D. only',368765.9063,5030529,cluster1
4556,'P.D. only',364931.5,5029154,cluster1
4557,'P.D. only',354628.7188,5016031,cluster2
4558,'P.D. only',365615.4063,5021941.5,cluster3
4559,'P.D. only',372699.25,5022340,cluster3
4560,'P.D. only',375918.5313,5020311.5,cluster3
4561,Injury,368036.6875,5021946,cluster3
4562,'P.D. only',370493.625,5026908,cluster1
4563,'P.D. only',351723,5019143.5,cluster2
4564,'P.D. only',345305.2813,5020268,cluster2
4565,'P.D. only',369371.2188,5025039,cluster3
4566,'P.D. only',349160.2813,5023312,cluster2
4567,'P.D. only',369256,5032863,cluster1
4568,'P.D. only',377002.4063,5017731.5,cluster0
4569,'P.D. only',380941.6563,5036248.5,cluster4
4570,'P.D. only',365543.6875,5028378.5,cluster1
4571,Injury,363679.6875,5021247.5,cluster3
4572,Injury,370461.0313,5025649.5,cluster3
4573,'P.D. only',366663.5938,5029793,cluster1
4574,'P.D. only',374638.125,5032991,cluster1
4575,'P.D. only',357020.3125,5005954.5,cluster0
4576,'P.D. only',369091.1563,5028193,cluster1
4577,'P.D. only',362981.5938,5022914.5,cluster3
4578,Injury,365715.3125,5029871.5,cluster1
4579,Injury,366427.7813,5030631,cluster1
4580,Injury,368252.3125,5032830.5,cluster1
4581,'P.D. only',368548.9063,5032348.5,cluster1
4582,'P.D. only',364281.4688,5014764.5,cluster0
4583,'P.D. only',364606.2188,5024579,cluster3
4584,'P.D. only',371151.8125,5026985,cluster1
4585,'P.D. only',378743.1563,5014209.5,cluster0
4586,'P.D. only',366863.875,5028943,cluster1
4587,'P.D. only',367291.875,5031653.5,cluster1
4588,'P.D. only',364864.0938,5023731,cluster3
4589,'P.D. only',338131.5938,5022169.5,cluster2
4590,'P.D. only',363933.6875,5014789.5,cluster0
4591,'P.D. only',353384.125,5018487,cluster2
4592,Injury,369355.0625,5027960.5,cluster1
4593,'P.D. only',363138.5313,5022556,cluster3
4594,'P.D. only',364356.9063,5024894,cluster3
4595,'P.D. only',368740.5938,5032045.5,cluster1
4596,Injury,370533.6875,5025522.5,cluster3
4597,Injury,367396.0938,5021547.5,cluster3
4598,'P.D. only',372281.1875,5030372,cluster1
4599,'P.D. only',380923.875,5037178.5,cluster4
4600,Injury,353518.0313,5018111,cluster2
4601,'P.D. only',370995.3438,5030533.5,cluster1
4602,'P.D. only',368082.7188,5030170,cluster1
4603,'P.D. only',355095.375,5016271,cluster2
4604,'P.D. only',363518.9063,5026851,cluster3
4605,'P.D. only',354380.8438,5016624,cluster2
4606,Injury,368832.375,5033250,cluster1
4607,'P.D. only',375046.8125,5031119,cluster1
4608,Injury,369604.8125,5033911,cluster1
4609,'P.D. only',367858.8125,5033946.5,cluster1
4610,'P.D. only',371092.7188,5030528,cluster1
4611,Injury,369430.625,5027761.5,cluster1
4612,'P.D. only',363572.4688,5025899.5,cluster3
4613,'P.D. only',349295.0938,5019839,cluster2
4614,'P.D. only',363734.4063,5027404.5,cluster3
4615,Injury,363002.9375,5026502,cluster3
4616,'P.D. only',382228.5313,5035965.5,cluster4
4617,'P.D. only',364236.5,5028928,cluster1
4618,'P.D. only',376768.1563,5032122.5,cluster1
4619,Injury,353785.125,5018493,cluster2
4620,'P.D. only',367866.9063,5030259,cluster1
4621,'P.D. only',371541.2813,5024117,cluster3
4622,Injury,352564.625,5020471,cluster2
4623,'P.D. only',350622.6563,5018920,cluster2
4624,Injury,356876.9063,5006108,cluster0
4625,Injury,353830.3125,5018041.5,cluster2
4626,'P.D. only',375364.9375,5021599.5,cluster3
4627,'P.D. only',362191.9375,5024672.5,cluster3
4628,'P.D. only',366266.625,5029129,cluster1
4629,'P.D. only',370841.375,5024045,cluster3
4630,Injury,373096.5625,5033001.5,cluster1
4631,'P.D. only',372779.4375,5030794.5,cluster1
4632,'P.D. only',367864.0938,5032137,cluster1
4633,'P.D. only',365978.2188,5022173,cluster3
4634,'P.D. only',362560.4688,5023780.5,cluster3
4635,'P.D. only',368395.6563,5030361.5,cluster1
4636,'P.D. only',365179.375,5029223,cluster1
4637,'P.D. only',362545.1875,5023775,cluster3
4638,'P.D. only',365951.5938,5021123.5,cluster3
4639,Injury,366645.8125,5011539.5,cluster0
4640,'P.D. only',367023.1875,5031288,cluster1
4641,'P.D. only',364937.25,5013846.5,cluster0
4642,'P.D. only',348810.875,5014366.5,cluster2
4643,'P.D. only',367387.5,5031426.5,cluster1
4644,'P.D. only',360551.8125,5022756.5,cluster3
4645,'P.D. only',385458.1875,5011170,cluster0
4646,'P.D. only',373069.9688,5027160.5,cluster1
4647,'P.D. only',355501.0625,5008022,cluster0
4648,'P.D. only',373258.3125,5029656,cluster1
4649,'P.D. only',367060.5313,5029085,cluster1
4650,'P.D. only',371025.7188,5023710.5,cluster3
4651,'P.D. only',368041.1875,5021945,cluster3
4652,'P.D. only',373719.125,5031560.5,cluster1
4653,'P.D. only',371308.625,5024316.5,cluster3
4654,'P.D. only',367751.9063,5030464,cluster1
4655,'P.D. only',365885.5625,5022121.5,cluster3
4656,'P.D. only',368457.1875,5032483,cluster1
4657,'P.D. only',372539.9063,5031692,cluster1
4658,'P.D. only',366852.5313,5024381.5,cluster3
4659,'P.D. only',367439.2188,5025092.5,cluster3
4660,'P.D. only',352662.125,5020884,cluster2
4661,'P.D. only',362003.0938,5023347.5,cluster3
4662,'P.D. only',370907.8125,5032297,cluster1
4663,'P.D. only',358846.4375,5005346.5,cluster0
4664,Injury,367704.3125,5028731,cluster1
4665,'P.D. only',382186.375,5037446,cluster4
4666,'P.D. only',375582.3438,5031443,cluster1
4667,'P.D. only',372896.8125,5023802,cluster3
4668,'P.D. only',367164.4063,5023946,cluster3
4669,Injury,370387.125,5028352,cluster1
4670,'P.D. only',369854.9063,5010983.5,cluster0
4671,'P.D. only',366994.5,5029044,cluster1
4672,'P.D. only',370373.8125,5027748.5,cluster1
4673,Injury,370964.0938,5032769.5,cluster1
4674,Injury,367026.5938,5030718.5,cluster1
4675,'P.D. only',380639.75,5034395,cluster4
4676,'P.D. only',373728.6563,5034472,cluster1
4677,'P.D. only',374529.9688,5028427,cluster1
4678,'P.D. only',375467.2188,5031381.5,cluster1
4679,Injury,367246.5,5030651.5,cluster1
4680,'P.D. only',367765.9375,5015643.5,cluster0
4681,'P.D. only',385824.2813,5004371,cluster0
4682,'P.D. only',375583.2188,5031441.5,cluster1
4683,Injury,359715.9063,5019554.5,cluster3
4684,Injury,363419.375,5027848,cluster3
4685,'P.D. only',371916.0313,5023656,cluster3
4686,Injury,370947.5,5023668,cluster3
4687,'P.D. only',379855.3438,5036471,cluster4
4688,Injury,369433.1875,5027754,cluster1
4689,'P.D. only',385447.8125,5010945.5,cluster0
4690,'P.D. only',365241.0938,5021735.5,cluster3
4691,'P.D. only',374704.125,5032037.5,cluster1
4692,'P.D. only',364746.2813,5025133,cluster3
4693,Injury,375442.9375,5028883.5,cluster1
4694,'P.D. only',367580.5938,5031456.5,cluster1
4695,'P.D. only',369305.5625,5027898.5,cluster1
4696,'P.D. only',367739.5625,5033673,cluster1
4697,'P.D. only',364665.3438,5024194.5,cluster3
4698,Injury,365090.25,5027848.5,cluster3
4699,'P.D. only',366953.5,5031141.5,cluster1
4700,'P.D. only',371860.375,5033861.5,cluster1
4701,'P.D. only',365374.4375,5024190.5,cluster3
4702,'P.D. only',357215.7813,5018157.5,cluster2
4703,'P.D. only',353524.1563,5017663,cluster2
4704,'P.D. only',374448.4375,5030845.5,cluster1
4705,'P.D. only',370073.5938,5033067.5,cluster1
4706,'P.D. only',360003.9688,5024633,cluster3
4707,'P.D. only',367390.7188,5021524,cluster3
4708,'P.D. only',363778.4063,5027021,cluster3
4709,'P.D. only',370274.3125,5026690.5,cluster1
4710,'P.D. only',365871.6875,5021319,cluster3
4711,'P.D. only',368536.7188,5030942.5,cluster1
4712,Injury,349639.8125,5023200.5,cluster2
4713,'P.D. only',350014.6875,5020575.5,cluster2
4714,'P.D. only',362548.7813,5023773.5,cluster3
4715,'P.D. only',380572.25,5036177.5,cluster4
4716,'P.D. only',364733.6875,5024010,cluster3
4717,'P.D. only',384351.8438,5039990,cluster4
4718,Injury,367710.4375,5031407,cluster1
4719,'P.D. only',373789.625,5028321.5,cluster1
4720,'P.D. only',372402.75,5028587,cluster1
4721,'P.D. only',363204.5625,5022373.5,cluster3
4722,Injury,374986.9375,5033486,cluster1
4723,'P.D. only',379790.4688,5026705.5,cluster1
4724,'P.D. only',349330.625,5020492.5,cluster2
4725,'P.D. only',360818.0938,5022054.5,cluster3
4726,'P.D. only',385650.9688,5035195,cluster4
4727,Injury,368008.4063,5031587,cluster1
4728,'P.D. only',378062.75,5006582.5,cluster0
4729,'P.D. only',369539.125,5031575,cluster1
4730,'P.D. only',363587.4063,5024410,cluster3
4731,Injury,368403.1875,5022164,cluster3
4732,'P.D. only',367413.6875,5031721.5,cluster1
4733,'P.D. only',370682.9063,5030593,cluster1
4734,Injury,350620,5018912.5,cluster2
4735,'P.D. only',363758.625,5026988,cluster3
4736,'P.D. only',363302.1563,5025800,cluster3
4737,'P.D. only',368755.2188,5026895.5,cluster1
4738,'P.D. only',366264.5938,5031016.5,cluster1
4739,'P.D. only',364893.8125,5027391.5,cluster3
4740,'P.D. only',364813.7188,5023836,cluster3
4741,'P.D. only',382636.8438,5035571,cluster4
4742,'P.D. only',375483.4063,5034258,cluster1
4743,'P.D. only',367095.9063,5026898.5,cluster3
4744,'P.D. only',367272.0938,5030867.5,cluster1
4745,'P.D. only',365708.6875,5017338.5,cluster0
4746,Injury,366520.9063,5029638,cluster1
4747,'P.D. only',348253.5625,5014876,cluster2
4748,'P.D. only',368009.8125,5031103.5,cluster1
4749,'P.D. only',367221.6875,5031321,cluster1
4750,'P.D. only',372967.3125,5023687,cluster3
4751,'P.D. only',368210.9063,5032609,cluster1
4752,Injury,380147.5313,5017426,cluster0
4753,'P.D. only',328262.1875,5035231.5,cluster2
4754,'P.D. only',354382.625,5016624.5,cluster2
4755,'P.D. only',374907.8438,5028601.5,cluster1
4756,'P.D. only',374957.3125,5028631,cluster1
4757,'P.D. only',362112.3438,5014556,cluster0
4758,'P.D. only',365083,5017901.5,cluster3
4759,'P.D. only',383117.9375,5038786,cluster4
4760,'P.D. only',366376.4063,5017711.5,cluster0
4761,'P.D. only',363180.6875,5026638,cluster3
4762,'P.D. only',367962.8125,5033901,cluster1
4763,'P.D. only',368037.5938,5021947.5,cluster3
4764,'P.D. only',365200.3438,5017477.5,cluster0
4765,'P.D. only',366207.0625,5031155,cluster1
4766,'P.D. only',350488.7188,5022710,cluster2
4767,Injury,351557.5,5014503.5,cluster2
4768,'P.D. only',360069.9688,5024480,cluster3
4769,'P.D. only',365053.8125,5025326,cluster3
4770,'P.D. only',370134.9063,5033103,cluster1
4771,'P.D. only',366767.8125,5029851,cluster1
4772,'P.D. only',367919.9063,5032046.5,cluster1
4773,'P.D. only',367710.5938,5028710.5,cluster1
4774,'P.D. only',366305.9063,5030129,cluster1
4775,Injury,367719.8125,5031226,cluster1
4776,'P.D. only',361476.9688,5020504.5,cluster3
4777,'P.D. only',364071.4063,5029246.5,cluster1
4778,'P.D. only',364519,5024513,cluster3
4779,'P.D. only',365020.5938,5014179,cluster0
4780,'P.D. only',371895.4688,5024121,cluster3
4781,'P.D. only',372079.1875,5031932,cluster1
4782,'P.D. only',364830.75,5017264.5,cluster0
4783,Injury,374944.7813,5034219.5,cluster1
4784,'P.D. only',381798.75,5035073,cluster4
4785,'P.D. only',367369.4063,5031079.5,cluster1
4786,'P.D. only',368044.0313,5032702,cluster1
4787,'P.D. only',370220.5,5032696.5,cluster1
4788,Injury,354722.8438,5016856,cluster2
4789,'P.D. only',365461.8125,5022299.5,cluster3
4790,'P.D. only',372082.0625,5032153,cluster1
4791,'P.D. only',375840.0938,5031608.5,cluster1
4792,'P.D. only',372549.8438,5031385.5,cluster1
4793,'P.D. only',364302.5,5028954.5,cluster1
4794,'P.D. only',360595.875,5022584.5,cluster3
4795,Injury,363646.3438,5015461.5,cluster0
4796,Injury,353254.75,5015998.5,cluster2
4797,'P.D. only',395770.9063,5043415,cluster4
4798,Injury,367396.0938,5021529,cluster3
4799,'P.D. only',370929.1563,5025436.5,cluster3
4800,'P.D. only',368371.7188,5031805,cluster1
4801,'P.D. only',383538.9688,5035989,cluster4
4802,'P.D. only',364900.7813,5026458.5,cluster3
4803,Injury,359720.4063,5019557,cluster3
4804,'P.D. only',373715.625,5030416,cluster1
4805,Injury,370594,5009053,cluster0
4806,'P.D. only',364707.125,5024352,cluster3
4807,'P.D. only',370951.0938,5023669.5,cluster3
4808,'P.D. only',367186.0625,5031084.5,cluster1
4809,'P.D. only',359088.25,5023844,cluster3
4810,'P.D. only',368380.75,5020586,cluster3
4811,'P.D. only',367039.25,5031495.5,cluster1
4812,Injury,369370.0313,5031446.5,cluster1
4813,Injury,370646.5625,5020868,cluster3
4814,Injury,354483.3438,5016665,cluster2
4815,Injury,368965.8125,5031676.5,cluster1
4816,'P.D. only',368315.9375,5032195,cluster1
4817,'P.D. only',368034.9063,5021949,cluster3
4818,'P.D. only',367946.9063,5031550,cluster1
4819,'P.D. only',366986.5,5030016,cluster1
4820,'P.D. only',374512.0938,5035558,cluster1
4821,'P.D. only',365190.9063,5024306.5,cluster3
4822,Injury,364353.5,5027338,cluster3
4823,'P.D. only',362171.7188,5024722,cluster3
4824,'P.D. only',365504.0938,5028452,cluster1
4825,'P.D. only',365100.8125,5024009,cluster3
4826,'P.D. only',365189.2813,5029180,cluster1
4827,'P.D. only',362612.25,5013654.5,cluster0
4828,'P.D. only',367254.125,5031630.5,cluster1
4829,'P.D. only',368836.5938,5030557.5,cluster1
4830,'P.D. only',370027.875,5029268,cluster1
4831,Injury,351615.7813,5019224,cluster2
4832,'P.D. only',364843.7813,5026809,cluster3
4833,'P.D. only',318896.4375,5031716,cluster2
4834,'P.D. only',370440.3438,5025683.5,cluster3
4835,Injury,365935.0313,5022148,cluster3
4836,'P.D. only',368664.8125,5030478.5,cluster1
4837,'P.D. only',378657.7188,5011802,cluster0
4838,'P.D. only',388172.3438,5042391.5,cluster4
4839,'P.D. only',373762.8438,5025405,cluster1
4840,Injury,361719.875,5015913,cluster0
4841,'P.D. only',373658.6875,5027046,cluster1
4842,'P.D. only',364113.7813,5029216,cluster1
4843,'P.D. only',371550.2813,5024048,cluster3
4844,'P.D. only',367804.0938,5031960,cluster1
4845,Injury,374547.9063,5028437.5,cluster1
4846,'P.D. only',369103.5938,5010409,cluster0
4847,'P.D. only',381263.5,5032862.5,cluster4
4848,'P.D. only',352657.625,5020884.5,cluster2
4849,'P.D. only',386269.7188,5003203,cluster0
4850,'P.D. only',382139.5,5035965,cluster4
4851,Injury,384491.75,5035048,cluster4
4852,'P.D. only',373900.75,5028050,cluster1
4853,'P.D. only',352259.7188,5019893.5,cluster2
4854,'P.D. only',372092.8125,5032467.5,cluster1
4855,'P.D. only',373935,5001598,cluster0
4856,'P.D. only',369178.8125,5031334.5,cluster1
4857,'P.D. only',363941.7813,5014786.5,cluster0
4858,'P.D. only',371020.125,5027615.5,cluster1
4859,'P.D. only',371606.0313,5024095.5,cluster3
4860,'P.D. only',364458.3438,5026917,cluster3
4861,Injury,386721.4063,5025602,cluster4
4862,'P.D. only',372311.125,5031954.5,cluster1
4863,'P.D. only',341445.6563,5023051,cluster2
4864,'P.D. only',392933.625,5042518.5,cluster4
4865,Injury,365084.7813,5017905.5,cluster3
4866,Injury,368670.125,5028730,cluster1
